index,date,signal,ticker,trade_date
576,2020-02-04,Buy,CSWC,2020-02-04
577,2020-02-04,Sell,KRC,2020-02-04
578,2020-02-04,Buy,GTLS,2020-02-04
579,2020-02-04,Buy,AGNC,2020-02-04
580,2020-02-04,Buy,LC,2020-02-04
581,2020-02-04,Buy,PULS,2020-02-04
582,2020-02-04,Buy,PAHC,2020-02-04
583,2020-02-04,Sell,XYL,2020-02-04
584,2020-02-04,Buy,TWO,2020-02-04
585,2020-02-04,Buy,RPM,2020-02-04
586,2020-02-05,Sell,HTZ,2020-02-05
587,2020-02-05,Sell,XYL,2020-02-05
588,2020-02-05,Buy,TWO,2020-02-05
589,2020-02-05,Buy,ZUMZ,2020-02-05
590,2020-02-05,Buy,MKC,2020-02-05
591,2020-02-05,Buy,MAIN,2020-02-05
592,2020-02-05,Sell,CLW,2020-02-05
593,2020-02-05,Buy,AGNC,2020-02-05
594,2020-02-05,Buy,CSWC,2020-02-05
595,2020-02-05,Buy,DKS,2020-02-05
